# HTTP Cookie File
# http://www.netscape.com/newsref/std/cookie_spec.html
# This is a generated file!  Do not edit.
# To delete cookies, use the Cookie Manager.

www.itconversations.com	FALSE	/L10Apps/	FALSE	1121177216	L10HC	34136%7C2004%2F2%2F27%7C%7C
.bbc.co.uk	TRUE	/	FALSE	1102033054	BBC-UID	030f2c8e56700fc999d3ec11b1007f4a3cb57bdd00f880e05280ff1c9e0321100Mozilla%2f5%2e0%20%28X11%3b%20U%3b%20Linux%20i686%3b%20en%2dUS%3b%20rv%3a1%2e5%29%20Gecko%2f20031107%20Debian%2f1%2e5%2d3
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
.atdmt.com	TRUE	/	FALSE	1228096808	AA002	1070489849-101337933/1071699522
en.wikipedia.org	FALSE	/	FALSE	1092228007	enwikiUserID	31124
en.wikipedia.org	FALSE	/	FALSE	1092228007	enwikiUserName	Hendry
.google.co.uk	TRUE	/	FALSE	2147368447	PREF	ID=64d685ea40f28d0f:LD=en:TM=1085754898:LM=1085754898:S=k7BmATNShNmyyaxJ
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:FF=4:LD=en:NR=10:CR=2:TM=1070701587:LM=1082274396:S=YPyh4puk3Ahf0C0l
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080717760:FV=1:S=xJJt6gxveuJyLVdR
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368448	PREF	ID=1257d965764e9cce:CR=1:TM=1087556383:LM=1087556383:S=9PuS1mp6SHglG5tL
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:FF=4:LD=en:NR=10:CR=2:TM=1070701587:LM=1082274396:S=YPyh4puk3Ahf0C0l
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:FF=4:LD=en:NR=10:CR=2:TM=1070701587:LM=1082274396:S=YPyh4puk3Ahf0C0l
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=71af88df7051b4eb:TM=1086792341:LM=1086792341:S=codFeFrcUV_9AqI1
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:FF=4:LD=en:NR=10:CR=2:TM=1070701587:LM=1082274396:S=YPyh4puk3Ahf0C0l
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=15595154586ab083:TM=1086258416:LM=1086258416:S=1tCpSawceUpcpQ-H
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=61a951e7392f0907:TM=1086938297:LM=1086938297:S=U4OcFfiRbGU24IU7
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=5584946b6434fba4:CR=1:TM=1087566456:LM=1087566456:S=raVUkWcDrnlcuOu6
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1f8667be198982a8:TM=1089626016:LM=1089626016:S=PwFw3xF4JKMfSe3b
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:FF=4:LD=en:NR=10:CR=2:TM=1070701587:LM=1082274396:S=YPyh4puk3Ahf0C0l
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:FF=4:LD=en:NR=10:CR=2:TM=1070701587:LM=1082274396:S=YPyh4puk3Ahf0C0l
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1070707817:S=dhqPRUtCHLqbDZBT
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=512a78b9253dc01d:CR=1:TM=1089273721:LM=1089273721:S=NtYUF-k1Wstvhuv-
.google.com	TRUE	/	FALSE	2147368447	PREF	ID=1749397d33963051:LD=en:CR=2:TM=1070701587:LM=1080664873:C2COFF=1:S=DrZfHZQKrMIDplXW
.technorati.com	TRUE	/	FALSE	1097673906	PHPSESSID	ca3517b392e00b88895542ab99c85d83
diveintomark.org	FALSE	/	FALSE	1117821065	comment_author_url_b522be507201e8469752d94715939e6c	http%3A%2F%2Fnatalian.org%2F
diveintomark.org	FALSE	/	FALSE	1117821065	comment_author_b522be507201e8469752d94715939e6c	Kai+Hendry
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
www.w3.org	FALSE	/	FALSE	1877472034	BUGLIST	27:28:29:30:31:32:34:35:36:37:38:86:104:111:112:113:114:124:234:226:382
.servedby.advertising.com	TRUE	/	FALSE	1090155681	82061662	_40d2e7a1,,137170^184295_
.servedby.advertising.com	TRUE	/	FALSE	1090063951	8768358725	_40d1814f,,102759^61576&684097^192159_
.servedby.advertising.com	TRUE	/	FALSE	1089732316	5903273285	_40cc71dc,,130928^61579&98124^161061_
.servedby.advertising.com	TRUE	/	FALSE	1089732865	27248050	_40cc7401,,102759^180417_
.servedby.advertising.com	TRUE	/	FALSE	1091281989	9267030	_40e41745,,102759^61700&69711^196524_
.servedby.advertising.com	TRUE	/	FALSE	1089732316	5903273285	_40cc71dc,,130928^61579&98124^161061_
.servedby.advertising.com	TRUE	/	FALSE	1089732865	27248050	_40cc7401,,102759^180417_
.servedby.advertising.com	TRUE	/	FALSE	1091797028	81884209	_40ebf324,,102759^196720_
.advertising.com	TRUE	/	FALSE	1247316063	BASE	d4A9GCq9xp0TzkAb4hRJ9KfAkeQbJfH1jwfkD/o/qPIYqvygFIC4Dix7N2OSrPNV02AX2o/9x1BxcqOIer0Qi/LSgV+0cMUaiDrI+FbwelV7j3lUYfYzEHg2vymXNhJHZ7WB6vtN47a3oJto3Jy/OzRZHBXiCerMU36wocCz8sM12ZIpjkM48NCcrtA9SeMa9t5fa4iqf2mlsw+p8ihfLRdnT111eT3k0ypEXi/VsbxKdZLXnIgZchA!
.advertising.com	TRUE	/	FALSE	1247055750	ROLL	phpp1lwDiYgdqVmzdOEh2zP!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1246350633	ROLL	phpp2lwnbPgdlKL!
.advertising.com	TRUE	/	FALSE	1246350633	BASE	GPSZQNMtpLlbRJH!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1240837332	ROLL	xoAWhXa1fiyiuTbo9THZngH!
.advertising.com	TRUE	/	FALSE	1242059427	ROLL	rmGp5NxiDhHZGM94HkHrogvVWBtzovM!
.advertising.com	TRUE	/	FALSE	1244914398	ROLL	t3odb2i77kXuINK!
.advertising.com	TRUE	/	FALSE	1244914398	BASE	KkYerQzudIp/mzE!
.advertising.com	TRUE	/	FALSE	1244559079	ACID	ee380010868790790003!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1243347363	ROLL	Jem+WjMuVRcH1/4NRszeapkzE4mNpgD!
.advertising.com	TRUE	/	FALSE	1243347363	BASE	3dnEgrtyWiACueQacS6njlNvvnx+hzPzvpaH5e1ArUzem2KH0+mN7Zr06XLzN2yJAbAW5ykXTvuvt9ZAvKTVxbNZ6A26cHfQgpcPwfuhV6AMgOWdkpxdFKCVkYRahCc8VJrJ+GfBO8GcyFyUvWtuF8ctaHoVt7xBQZE1f/EGxn24csG+T82XSXSjHLLTAIdva596j72iIF2M5l/xC1LTF3yNZqwwvaxeTbkce6f04pNzDyH!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1240234589	BASE	7n/igLvuJ34CUKxtGmX3noK3YK4sfk7ZTbyD7YQsQWQnnqaJiojcDql4p5omE1vcAL7jnSGXrKeWKET7Pmyizsf1QXKZUnmTBphtkpmc91YYCFKaKlPe7sauJFZhKtOD57QWfx1DbIzWrisgHHVbIxANQNjtgh04AYi6dQ4H/Dy8Nll5h+5AIh2tEBNdFlpe0YhBIV1wYfNWiyOkNSTtLfM6SYzXZhJAroN6aSSPnbWvKyG!
.advertising.com	TRUE	/	FALSE	1240393359	ROLL	b92+MHBn4yxErp9dEzdKra2aqK1N21H!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1238415346	ROLL	3YrMEo4lYLi698o0uOW7mDA!
.advertising.com	TRUE	/	FALSE	1244558660	ROLL	fun/pUy237L3PJ3/txQ94vSHjBS7wSH!
.advertising.com	TRUE	/	FALSE	1244558660	BASE	n9yK9VbalE8NitZz38EWXpCz2n17z9L67bLLD1+4BfsiS7Si9ApZItor3SMGWcB18hnNeeEbZCeb2ZtH3k43HubX6BFT3XMdqvhkqatTgJV6J1P4LRXpxuxoJuCsEjsnaWposfzHtHMQy1rLvKVP060q3CrkhEzVHlW+Gg33ACdjs3pJg7fV+EBVCDlpHkil2t6Jbiei9GMD6u+b4gwGj6GwlQfAlN/u3IN5LAXf5ULkghDPKLgsiPO!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1244266761	ROLL	Af5ia6NvynSMjU/npwGpnDBdzKXWBZYQP9j74yE!
.advertising.com	TRUE	/	FALSE	1244266761	BASE	nDxpthuyXgQheNccMDR/DPuUDdZSxIdZHo49li30QYbhQzWuTgHXVul+GZdEA/koPKy5nbrRJ4CBifebM8Z5a2fpTs96LRmbpadF6zDFpM9R46zaxVYu1E9DF6eTH8vhMqwAr+BCVuK2m5OWat4nShcQCzosc2AOr+ymsAwhysOBr1F18gLgwl/libVGx53jIHlqidIqR1vWqyoyrra6Usae+HphG137lndXpCwCUFcE5G70qEvjwo9oWCjf1Jzoixiycmn2GpNIZ6/cIj6wEw/DmRkjzh2pE2AaYeJ!
.advertising.com	TRUE	/	FALSE	1240126173	ROLL	j6JW6KcfgoisQldygkuuZjKXC94aLqG!
.advertising.com	TRUE	/	FALSE	1244458665	ROLL	ul+H+vMsTSH+x4PoI6lB9MkLfkb4ngF!
.advertising.com	TRUE	/	FALSE	1244458665	BASE	Re7+IWsDjdYmPrl9YbCb/9MaiomHqO0322wfylsBQN5Co/lpaVJ7HZSGkXAI8+5eLKsndo25HmkgpFn3zy7qhwZ1vGpVMTtpqb+ka9sf8+BpXGfO7YmtNzekU/QahmneW58G5PV1bxa/MI1Eg/8XSom8zj4ps3n2UNh+7bSyyrlfD8TFICVuWERt3Akg/Bluma6dF9vDkE1+0z2NgBtHlrAHXvME7TJDluo/z6YQt2jqqWzK4cyqyvP!
.advertising.com	TRUE	/	FALSE	1239383453	BASE	F7wErGnEQA5KJC992OqZymoHjO0RiEk8Jnmoh28SL2CLBTs5nNQKQKZ2ynqSSRcOf3VELFq19NyWFzuG3AA4t8WfCbQwGne5hyWiUEgQpX7Ha97uy+UphMEwgFkN61Jgx2b9pfQSSzeAx7fo152FWb03iluEHCOhiRKicQp0OngLlov0+fk2vbxWpWJKOJI+YflNMw4lkdn+1ZJRHyxE2tz8izfCdmFHnL1NcMf+YkdWgeJ!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1242059427	BASE	iA5ykaZHgglhC7JmuxuiSeW7ApHwARgtfZ4BYUyfK4VDiQUOSXL1ho8qwxAGyDB/bxUAtQFsQ3o63OuXN+XKB9dPS5bF9q2nHkQw01A2bf+HlZHDjZjmwAPAp3UMIpdzHmmv0UWsEVHAewU5lf3aMcEOH1s+L/BPZIzaOWD3U2JtjBuVzm3lEwoS2n7kCwV74tiqxPOq5vcuGgXw+xmSzlyi36iEjY0+F8DVp5W/r6qXbDL!
.advertising.com	TRUE	/	FALSE	1245153645	ROLL	Z9SjvpfdB9ObHBJ!
.advertising.com	TRUE	/	FALSE	1245153645	BASE	fI91e47YF8Pw2MG!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1244630348	ROLL	m6lm1PDmY9DCcbI!
.advertising.com	TRUE	/	FALSE	1244630348	BASE	x65S/bJvC7kaqqA!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1243774752	BASE	B8c4QVloQfawKNG!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.advertising.com	TRUE	/	FALSE	1242139006	BASE	Ozq7+qI08yX06T5T3KB75aqmFwhJzoN2asJkC1YA/mGw6LKmEwR8ncWwsCavQyWMKVbUPHZeorhZPuje+bSaNWha4lolBoijqyY9Ca62z4Sb/x1+OJ4fOG/N3BuN7dWQTO3bCVxtrtUlvT/442vUS38wKGA9JpxxLViadg2OzepLdfi31A0dmq2z1LQf6cZGxJPxryMqCAJodAp0YUFdcxlA/lQcBqp1tJbDsEA5Fru5NhO!
.advertising.com	TRUE	/	FALSE	1246800129	ACID	ee710010891201290008!
.advertising.com	TRUE	/	FALSE	1228839649	ACID	ee520010711596490012!
.servedby.advertising.com	TRUE	/	FALSE	1092228064	7038632579	_40f286e0,,102759^61576&684097^192159_
.servedby.advertising.com	TRUE	/	FALSE	1090065648	16333907	_40d187f0,,102759^180417_
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
.tribalfusion.com	TRUE	/	FALSE	2145916800	ANON_ID	WNQGJLUQQXNN
awrz.net	FALSE	/	FALSE	1121171398	phpAds_id	1e2be53b38062c5cfaa2ebd6279e429d
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.adtech.de	TRUE	/	FALSE	1404995396	JEB2	40F27D5D00000E2380D63011F00034EC
.adtech.de	TRUE	/	FALSE	1404995395	CfP	1
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.adviva.net	TRUE	/	FALSE	1245155397	ans_ui	567128086,0,1
.bfast.com	TRUE	/	FALSE	1720787397	UID	2|0|20240712
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
.doubleclick.net	TRUE	/	FALSE	1165133601	id	8000002eb3e06d9
